scale,instance,preference,method,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,weighted_objective,cost_ref,risk_ref,fixed_cost,distance_cost,processing_cost,transport_risk,coload_risk,producer_inventory_risk,facility_inventory_risk,feasible,violation_count,fallback_used,fallback_reason,runtime_seconds,ppo_train_time,solver_status
small,0,0.50_0.50,MILP,1707.0876770000048,2.443239904296669,1.1205856089148283,0.34687622379390043,854.7654584521507,0.7337309163543644,0.7337309163543644,1523.3888989999998,7.043549648846332,250.0,1266.0149999999999,191.0726770000049,0.9471994821814909,0.1505394221153402,1.3455009999998375,0.0,True,0,False,,180.04918430000544,,solver_status_1
small,0,0.25_0.75,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,7.70005863159895e-06,,
small,0,0.25_0.75,GA,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.1210255000041798,,
small,0,0.25_0.75,PPO,1436.8787129999998,5.2825238602913975,0.9432120149642761,0.7499803541750608,363.1815711452185,0.7982882693723646,0.7982882693723646,1523.3888989999998,7.043549648846332,150.0,1103.9219999999998,182.95671299999998,1.1914688602913968,0.0,4.091055000000001,0.0,True,0,False,,1.62549509992823,374.3726573000895,
small,0,0.25_0.75,MILP,2145.4496770000014,1.517930904296851,1.4083401017352442,0.2155065244049886,537.500867428223,0.5137149187375525,0.5137149187375525,1523.3888989999998,7.043549648846332,300.0,1654.377,191.07267700000125,0.9471994821815091,0.1505394221153418,0.420192,0.0,True,0,False,,180.0632774999831,,solver_status_1
small,0,0.00_1.00,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,3.300025127828121e-06,,
small,0,0.00_1.00,GA,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.0421178999822587,,
small,0,0.00_1.00,PPO,1564.3967129999999,5.2864926999511175,1.0269188084716376,0.7505438256997302,5.2864926999511175,0.7505438256997302,0.7505438256997302,1523.3888989999998,7.043549648846332,150.0,1231.4399999999998,182.95671299999998,1.1954376999511167,0.0,4.091055000000001,0.0,True,0,False,,1.6316504999995232,374.3726573000895,
small,0,0.00_1.00,MILP,2950.00671299994,1.0383659098017368,1.9364764407410457,0.14742082636867784,1.0383659098017368,0.14742082636867784,0.14742082636867784,1523.3888989999998,7.043549648846332,300.0,2467.0499999999993,182.95671299994112,1.0383659098017368,0.0,0.0,0.0,True,0,False,,180.0397699000314,,solver_status_1
large,0,1.00_0.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,30353.908341999995,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,4.00003045797348e-06,,
large,0,1.00_0.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,31357.173342,1.033052251087278,1.033052251087278,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,22.749714700039476,,
large,0,1.00_0.00,PPO,21981.988342,1254.773144556871,0.7241897186460182,0.708817716762147,21981.988342,0.7241897186460182,0.7241897186460182,30353.908341999995,1770.233890722467,300.0,19898.487,1783.501342,799.6742058898693,220.68769966700174,234.411239,0.0,True,0,False,,4.0317945999559015,581.9999491999624,
large,0,0.75_0.25,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,23207.989729180612,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,4.00003045797348e-06,,
large,0,0.75_0.25,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,23909.043189841308,0.9957561381582646,0.9957561381582646,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,22.76342939992901,,
large,0,0.75_0.25,PPO,20593.372342000006,981.0652785951071,0.6784421995998926,0.5542009356711136,15690.295576148783,0.6473818836176979,0.6473818836176979,30353.908341999995,1770.233890722467,300.0,18509.871000000006,1783.501342,589.5822728325824,157.0717667625247,234.411239,0.0,True,0,False,,4.036479900008999,581.9999491999624,
large,0,0.50_0.50,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,16062.07111636123,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.5999109968543053e-06,,
large,0,0.50_0.50,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,16460.913037682614,0.958460025229251,0.958460025229251,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,22.7976737000281,,
large,0,0.50_0.50,PPO,24221.451342000008,884.9154608522239,0.7979681255242295,0.49988618198416285,12553.183401426115,0.6489271537541962,0.6489271537541962,30353.908341999995,1770.233890722467,350.0,22087.950000000008,1783.501342,523.0787731305489,127.42544872167495,234.411239,0.0,True,0,False,,4.029017199994996,581.9999491999624,
large,0,0.25_0.75,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,8916.152503541849,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.600027412176132e-06,,
large,0,0.25_0.75,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,9012.78288552392,0.9211639123002375,0.9211639123002375,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,24.3861691999482,,
large,0,0.25_0.75,PPO,25364.276342000005,831.3180490900785,0.8356181370853007,0.4696091592455059,6964.55762231756,0.5611114037054546,0.5611114037054546,30353.908341999995,1770.233890722467,400.0,23180.775000000005,1783.501342,476.6575385116834,120.24927157839508,234.411239,0.0,True,0,False,,4.445291899959557,581.9999491999624,
large,0,0.00_1.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,1770.233890722467,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.500026650726795e-06,,
large,0,0.00_1.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,1564.652733365227,0.8838677993712242,0.8838677993712242,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,25.44465229997877,,
large,0,0.00_1.00,PPO,26704.853342000013,862.0567146065134,0.879783026327754,0.48697334240657386,862.0567146065134,0.48697334240657386,0.48697334240657386,30353.908341999995,1770.233890722467,400.0,24521.352000000014,1783.501342,505.9061697809385,121.73930582557495,234.411239,0.0,True,0,False,,4.292483399971388,581.9999491999624,
