scale,variant,method,preference,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,weighted_objective,feasible,violation_count,runtime_seconds,train_time_seconds
small,hybrid_transformer_fc,PPO,0.25_0.75,1636.43025,10.024564871890627,1.0102333886262702,0.9051389272118702,416.62598615391795,0.9314125425654702,0.9314125425654702,True,0,0.32949819997884333,10.029912899946794
small,hybrid_transformer_fc,PPO,0.00_1.00,1636.43025,10.024564871890627,1.0102333886262702,0.9051389272118702,10.024564871890627,0.9051389272118702,0.9051389272118702,True,0,0.3369854000629857,10.029912899946794
small,no_preference_token,PPO,1.00_0.00,1351.70725,12.226760047963795,0.8344625721739115,1.103979735232507,1351.70725,0.8344625721739115,0.8344625721739115,True,0,0.3214337000390515,9.837653700029477
small,no_preference_token,PPO,0.75_0.25,1351.70725,11.52236540627757,0.8344625721739115,1.0403784698950507,1016.6610288515693,0.8859415466041962,0.8859415466041962,True,0,0.32235819997731596,9.837653700029477
small,no_preference_token,PPO,0.50_0.50,1453.33525,10.575552363908418,0.8972015730077758,0.9548887401768776,731.9554011819542,0.9260451565923267,0.9260451565923267,True,0,0.3198804999701679,9.837653700029477
small,no_preference_token,PPO,0.25_0.75,1636.43025,10.024564871890627,1.0102333886262702,0.9051389272118702,416.62598615391795,0.9314125425654702,0.9314125425654702,True,0,0.32640599994920194,9.837653700029477
small,no_preference_token,PPO,0.00_1.00,1553.2372500000001,10.506100350409186,0.9588750454888313,0.9486177726291817,10.506100350409186,0.9486177726291817,0.9486177726291817,True,0,0.3251836000708863,9.837653700029477
small,no_route_arc_tokens,PPO,1.00_0.00,1351.70725,11.52236540627757,0.8344625721739115,1.0403784698950507,1351.70725,0.8344625721739115,0.8344625721739115,True,0,0.31976089999079704,9.855836600065231
small,no_route_arc_tokens,PPO,0.75_0.25,1351.70725,11.52236540627757,0.8344625721739115,1.0403784698950507,1016.6610288515693,0.8859415466041962,0.8859415466041962,True,0,0.3208088999381289,9.855836600065231
small,no_route_arc_tokens,PPO,0.50_0.50,1453.33525,10.575552363908418,0.8972015730077758,0.9548887401768776,731.9554011819542,0.9260451565923267,0.9260451565923267,True,0,0.3258977000368759,9.855836600065231
small,no_route_arc_tokens,PPO,0.25_0.75,1636.43025,10.024564871890627,1.0102333886262702,0.9051389272118702,416.62598615391795,0.9314125425654702,0.9314125425654702,True,0,0.327753399964422,9.855836600065231
small,no_route_arc_tokens,PPO,0.00_1.00,1553.2372500000001,10.506100350409186,0.9588750454888313,0.9486177726291817,10.506100350409186,0.9486177726291817,0.9486177726291817,True,0,0.32168960000853986,9.855836600065231
large,heuristic,Heuristic,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,0.0,
large,heuristic,Heuristic,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,0.0,
large,heuristic,Heuristic,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,0.0,
large,heuristic,Heuristic,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,0.0,
large,heuristic,Heuristic,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,0.0,
large,full_transformer,PPO,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,0.9247051000129431,36.742201999993995
large,full_transformer,PPO,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,0.9164538000477478,36.742201999993995
large,full_transformer,PPO,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,0.9077870000619441,36.742201999993995
large,full_transformer,PPO,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,0.9106561000226066,36.742201999993995
large,full_transformer,PPO,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,0.9161939000478014,36.742201999993995
large,hybrid_transformer_fc,PPO,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,0.9415492999833077,36.632154599996284
large,hybrid_transformer_fc,PPO,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,0.9363163999514654,36.632154599996284
large,hybrid_transformer_fc,PPO,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,0.9436291999882087,36.632154599996284
large,hybrid_transformer_fc,PPO,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,0.9277585999807343,36.632154599996284
large,hybrid_transformer_fc,PPO,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,0.9322923999279737,36.632154599996284
large,no_preference_token,PPO,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,0.8837761000031605,33.97577040002216
large,no_preference_token,PPO,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,0.8948927000164986,33.97577040002216
large,no_preference_token,PPO,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,1.1391849999781698,33.97577040002216
large,no_preference_token,PPO,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,1.1000449999701232,33.97577040002216
large,no_preference_token,PPO,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,1.0591939999721944,33.97577040002216
large,no_route_arc_tokens,PPO,1.00_0.00,30261.408023000007,2053.8653122673177,1.0,1.0,30261.408023000007,1.0,1.0,True,0,0.7568813000107184,24.049497799947858
large,no_route_arc_tokens,PPO,0.75_0.25,30261.408023000007,2053.8653122673177,1.0,1.0,23209.522345316833,1.0,1.0,True,0,0.7624146000016481,24.049497799947858
large,no_route_arc_tokens,PPO,0.50_0.50,30261.408023000007,2053.8653122673177,1.0,1.0,16157.636667633662,1.0,1.0,True,0,0.7490001000696793,24.049497799947858
large,no_route_arc_tokens,PPO,0.25_0.75,30261.408023000007,2053.8653122673177,1.0,1.0,9105.75098995049,1.0,1.0,True,0,0.7601173999719322,24.049497799947858
large,no_route_arc_tokens,PPO,0.00_1.00,30261.408023000007,2053.8653122673177,1.0,1.0,2053.8653122673177,1.0,1.0,True,0,0.7611115999752656,24.049497799947858
