scale,instance,preference,method,cost,risk,normalized_cost,normalized_risk,weighted_objective_raw,weighted_objective_normalized,weighted_objective,cost_ref,risk_ref,fixed_cost,distance_cost,processing_cost,transport_risk,coload_risk,producer_inventory_risk,facility_inventory_risk,feasible,violation_count,fallback_used,fallback_reason,runtime_seconds,ppo_train_time,solver_status,gap_to_milp_percent,gap_to_ppo_percent
small,0,0.50_0.50,MILP,1707.0876770000048,2.443239904296669,1.1205856089148283,0.34687622379390043,854.7654584521507,0.7337309163543644,0.7337309163543644,1523.3888989999998,7.043549648846332,250.0,1266.0149999999999,191.0726770000049,0.9471994821814909,0.1505394221153402,1.3455009999998375,0.0,True,0,False,,180.1081916000694,,solver_status_1,,-10.640291106281609
small,0,0.25_0.75,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,1.4299992471933365e-05,,,,28.901573584706746
small,0,0.25_0.75,GA,1523.3888989999998,7.043549648846332,1.0,1.0,386.1298869866347,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.319737400044687,,,,28.901573584706746
small,0,0.25_0.75,PPO,1388.908713,5.145124879056174,0.9117230103959161,0.7304732891176393,351.0860219092921,0.7757857194372085,0.7757857194372085,1523.3888989999998,7.043549648846332,150.0,1055.952,182.95671299999998,1.0540698790561729,0.0,4.091055000000001,0.0,True,0,False,,0.4421319999964908,1.4930346999317408,,,0.0
small,0,0.25_0.75,MILP,2145.4496770000014,1.517930904296851,1.4083401017352442,0.2155065244049886,537.500867428223,0.5137149187375525,0.5137149187375525,1523.3888989999998,7.043549648846332,300.0,1654.377,191.07267700000125,0.9471994821815091,0.1505394221153418,0.420192,0.0,True,0,False,,180.04169589991216,,solver_status_1,,-33.78133860078973
small,0,0.00_1.00,Heuristic,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,False,,1.00000761449337e-05,,,,37.041118390313954
small,0,0.00_1.00,GA,1523.3888989999998,7.043549648846332,1.0,1.0,7.043549648846332,1.0,1.0,1523.3888989999998,7.043549648846332,100.0,1211.1719999999998,212.21689899999996,2.446567637146923,0.505927011699408,4.091055000000001,0.0,True,0,True,ga_infeasible_fallback_to_heuristic,3.0825263999868184,,,,37.041118390313954
small,0,0.00_1.00,PPO,1441.048713,5.139734505657806,0.9459493330599622,0.7297079969471993,5.139734505657806,0.7297079969471993,0.7297079969471993,1523.3888989999998,7.043549648846332,150.0,1108.0919999999999,182.95671299999998,1.0486795056578049,0.0,4.091055000000001,0.0,True,0,False,,0.44177359994500875,1.4930346999317408,,,0.0
small,0,0.00_1.00,MILP,2950.00671299994,1.0383659098017368,1.9364764407410457,0.14742082636867784,1.0383659098017368,0.14742082636867784,0.14742082636867784,1523.3888989999998,7.043549648846332,300.0,2467.0499999999993,182.95671299994112,1.0383659098017368,0.0,0.0,0.0,True,0,False,,180.0551382000558,,solver_status_1,,-79.79728508041211
large,0,1.00_0.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,30353.908341999995,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.2999087125062943e-06,,,,49.49311039121894
large,0,1.00_0.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,31357.173342,1.033052251087278,1.033052251087278,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,22.776536699966528,,,,54.43419421168767
large,0,1.00_0.00,PPO,20304.553342,1175.9952152852268,0.6689271481361451,0.6643162925805698,20304.553342,0.6689271481361451,0.6689271481361451,30353.908341999995,1770.233890722467,300.0,18221.052,1783.501342,728.115564660931,213.4684116242959,234.411239,0.0,True,0,False,,2.097628500079736,3.638900200021453,,,0.0
large,0,0.75_0.25,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,23207.989729180612,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,1.0499963536858559e-05,,,,49.161472500585994
large,0,0.75_0.25,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,23909.043189841308,0.9957561381582646,0.9957561381582646,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,22.870848499936983,,,,48.528451819183694
large,0,0.75_0.25,PPO,21495.916341999993,986.248527045761,0.7081762288995449,0.5571289377152607,16368.499388261434,0.6704144061034738,0.6704144061034738,30353.908341999995,1770.233890722467,300.0,19412.414999999994,1783.501342,603.7414992651509,148.09578878061,234.411239,0.0,True,0,False,,2.122142600012012,3.638900200021453,,,0.0
large,0,0.50_0.50,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,16062.07111636123,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,7.400056347250938e-06,,,,60.70785835657484
large,0,0.50_0.50,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,16460.913037682614,0.958460025229251,0.958460025229251,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,22.825776299927384,,,,54.03205797498162
large,0,0.50_0.50,PPO,22388.973341999998,897.3253684478863,0.7375977119566147,0.5068965028579756,11643.149355223943,0.6222471074072952,0.6222471074072952,30353.908341999995,1770.233890722467,350.0,20255.471999999998,1783.501342,535.6101520220392,127.30397742584705,234.411239,0.0,True,0,False,,2.0400753000285476,3.638900200021453,,,0.0
large,0,0.25_0.75,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,8916.152503541849,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,3.200024366378784e-06,,,,87.0589575394112
large,0,0.25_0.75,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,9012.78288552392,0.9211639123002375,0.9211639123002375,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,22.93086080008652,,,,72.31196115780803
large,0,0.25_0.75,PPO,25515.407342000006,765.7832054591445,0.8405971005287294,0.4325887158033187,6953.18923959436,0.5345908119846714,0.5345908119846714,30353.908341999995,1770.233890722467,400.0,23331.906000000006,1783.501342,431.64068516314967,99.73128129599485,234.411239,0.0,True,0,False,,2.0318344000261277,3.638900200021453,,,0.0
large,0,0.00_1.00,Heuristic,30353.908341999995,1770.233890722467,1.0,1.0,1770.233890722467,1.0,1.0,30353.908341999995,1770.233890722467,300.0,28270.406999999996,1783.501342,1186.1206173759513,349.7020343465159,234.411239,0.0,True,0,False,,1.2999982573091984e-05,,,,118.69168664326119
large,0,0.00_1.00,GA,31357.173342,1564.652733365227,1.033052251087278,0.8838677993712242,1564.652733365227,0.8838677993712242,0.8838677993712242,30353.908341999995,1770.233890722467,350.0,29223.672,1783.501342,1036.653655149157,293.58783921606994,234.411239,0.0,True,0,False,,22.913848600001074,,,,93.29453981416063
large,0,0.00_1.00,PPO,27333.155342000005,809.4655621775622,0.9004822388614699,0.4572647526520936,809.4655621775622,0.4572647526520936,0.4572647526520936,30353.908341999995,1770.233890722467,400.0,25149.654000000006,1783.501342,462.6323741315281,112.42194904603414,234.411239,0.0,True,0,False,,2.0556596000678837,3.638900200021453,,,0.0
